session_id,date,simulator_id,instructor_id,student_id,training_type,scheduled_duration_hours,actual_duration_hours,outcome,student_satisfaction_score
SESS-00157,2024-03-20,SIM-006,INST-015,STU-3579,Upgrade Training,4.4,4.7,Failed,2
SESS-02287,2024-03-20,SIM-008,INST-024,STU-2989,Upgrade Training,4.6,5.0,Completed,3
SESS-02002,2024-03-20,SIM-009,INST-024,STU-3321,Line Training,5.7,5.8,Passed,5
SESS-00013,2024-03-21,SIM-006,INST-024,STU-8179,Type Rating,5.5,5.8,Passed,5
SESS-01438,2024-03-21,SIM-012,INST-003,STU-5453,Line Training,4.8,5.3,Passed,5
SESS-02175,2024-03-21,SIM-005,INST-017,STU-4954,Initial Training,4.6,4.699999999999999,Passed,4
SESS-00223,2024-03-21,SIM-011,INST-008,STU-3852,Upgrade Training,3.2,3.5,Passed,5
SESS-00082,2024-03-21,SIM-006,INST-011,STU-1043,Recurrent Training,3.0,2.9,Passed,5
SESS-00156,2024-03-21,SIM-008,INST-024,STU-7062,Recurrent Training,3.5,3.3,Passed,4
SESS-01226,2024-03-21,SIM-009,INST-020,STU-2814,Line Training,5.4,5.0,Passed,4
SESS-01611,2024-03-21,SIM-005,INST-016,STU-5719,Line Training,3.6,3.2,Passed,5
SESS-01031,2024-03-21,SIM-001,INST-016,STU-5089,Line Training,3.3,3.3,Completed,5
SESS-02356,2024-03-21,SIM-006,INST-024,STU-9730,Upgrade Training,5.9,6.1000000000000005,Failed,2
SESS-00541,2024-03-21,SIM-008,INST-010,STU-9283,Upgrade Training,2.2,2.5,Passed,4
SESS-00751,2024-03-21,SIM-001,INST-020,STU-1301,Line Training,3.3,3.0999999999999996,Passed,4
SESS-02352,2024-03-22,SIM-002,INST-014,STU-8761,Initial Training,2.6,2.5,Completed,3
SESS-02039,2024-03-22,SIM-007,INST-022,STU-3490,Line Training,3.2,2.9000000000000004,Passed,3
SESS-01013,2024-03-22,SIM-011,INST-018,STU-5468,Initial Training,4.6,4.199999999999999,Completed,4
SESS-02120,2024-03-22,SIM-004,INST-013,STU-2593,Initial Training,3.5,3.1,Passed,3
SESS-01599,2024-03-22,SIM-007,INST-007,STU-4796,Type Rating,2.2,1.8000000000000003,Failed,2
SESS-01814,2024-03-22,SIM-006,INST-016,STU-7571,Type Rating,4.3,4.3999999999999995,Passed,4
SESS-01826,2024-03-22,SIM-005,INST-004,STU-5011,Type Rating,5.2,5.2,Passed,3
SESS-00240,2024-03-22,SIM-005,INST-015,STU-6364,Upgrade Training,3.7,4.1000000000000005,Cancelled,4
SESS-01228,2024-03-22,SIM-008,INST-001,STU-6084,Initial Training,5.3,5.3999999999999995,Passed,5
SESS-02080,2024-03-22,SIM-004,INST-022,STU-6547,Initial Training,2.1,2.2,Passed,5
SESS-02210,2024-03-22,SIM-002,INST-019,STU-2513,Type Rating,5.0,5.1,Completed,5
SESS-01836,2024-03-22,SIM-001,INST-015,STU-5992,Upgrade Training,3.5,3.5,Passed,4
SESS-01472,2024-03-23,SIM-002,INST-001,STU-8156,Initial Training,3.9,3.8,Passed,5
SESS-00970,2024-03-23,SIM-003,INST-025,STU-9202,Line Training,5.8,6.1,Passed,5
SESS-00785,2024-03-23,SIM-007,INST-014,STU-5659,Type Rating,2.4,2.5,Cancelled,4
SESS-01604,2024-03-23,SIM-005,INST-017,STU-8111,Initial Training,4.7,5.0,Passed,3
SESS-01188,2024-03-24,SIM-008,INST-024,STU-2717,Line Training,4.5,4.5,Passed,3
SESS-00960,2024-03-24,SIM-002,INST-025,STU-2678,Line Training,5.1,4.8,Passed,5
SESS-01903,2024-03-24,SIM-006,INST-016,STU-1491,Recurrent Training,3.5,3.5,Failed,3
SESS-00493,2024-03-24,SIM-006,INST-003,STU-4511,Type Rating,3.1,3.5,Passed,5
SESS-01122,2024-03-24,SIM-006,INST-016,STU-3364,Initial Training,4.9,4.9,Passed,4
SESS-01062,2024-03-24,SIM-003,INST-016,STU-7365,Initial Training,2.4,2.6999999999999997,Failed,3
SESS-00051,2024-03-25,SIM-008,INST-001,STU-8657,Line Training,4.7,5.1000000000000005,Passed,5
SESS-00388,2024-03-25,SIM-004,INST-018,STU-1848,Type Rating,3.5,3.4,Failed,3
SESS-00924,2024-03-25,SIM-007,INST-020,STU-5521,Line Training,5.8,5.3999999999999995,Completed,3
SESS-02198,2024-03-25,SIM-006,INST-001,STU-3843,Initial Training,2.9,3.3,Passed,4
SESS-00123,2024-03-25,SIM-003,INST-003,STU-5210,Upgrade Training,4.0,4.4,Passed,4
SESS-02425,2024-03-25,SIM-009,INST-010,STU-7600,Initial Training,6.0,6.3,Passed,5
SESS-02241,2024-03-25,SIM-011,INST-015,STU-9085,Initial Training,5.1,4.699999999999999,Passed,5
SESS-01550,2024-03-26,SIM-003,INST-024,STU-4069,Recurrent Training,2.7,2.5,Passed,4
SESS-02345,2024-03-26,SIM-001,INST-016,STU-1104,Type Rating,3.9,4.3,Passed,4
SESS-00618,2024-03-26,SIM-011,INST-018,STU-5231,Type Rating,5.6,6.0,Passed,5
SESS-00931,2024-03-26,SIM-009,INST-014,STU-3634,Recurrent Training,3.4,3.6,Passed,4
SESS-01986,2024-03-26,SIM-001,INST-014,STU-2633,Line Training,4.7,4.7,Passed,5
SESS-00670,2024-03-26,SIM-011,INST-010,STU-6527,Initial Training,4.5,4.4,Passed,5
SESS-01554,2024-03-26,SIM-002,INST-015,STU-3401,Line Training,5.3,5.6,Passed,3
SESS-00512,2024-03-27,SIM-007,INST-012,STU-3595,Type Rating,3.8,3.8,Passed,3
SESS-01139,2024-03-27,SIM-009,INST-014,STU-5675,Type Rating,2.5,2.1,Completed,4
SESS-02047,2024-03-27,SIM-009,INST-009,STU-6983,Type Rating,4.5,4.9,Passed,3
SESS-00847,2024-03-27,SIM-002,INST-014,STU-1845,Line Training,2.2,2.4000000000000004,Passed,4
SESS-00036,2024-03-27,SIM-010,INST-023,STU-2389,Recurrent Training,4.0,3.8,Passed,5
SESS-00376,2024-03-27,SIM-005,INST-006,STU-6302,Line Training,4.1,4.6,Passed,4
SESS-01321,2024-03-27,SIM-004,INST-019,STU-1922,Initial Training,5.8,5.3999999999999995,Passed,4
SESS-01677,2024-03-27,SIM-003,INST-024,STU-5726,Line Training,3.9,4.3,Passed,4
SESS-00167,2024-03-27,SIM-005,INST-017,STU-2251,Line Training,5.0,5.0,Passed,3
SESS-02455,2024-03-28,SIM-007,INST-014,STU-4319,Recurrent Training,5.8,5.6,Passed,4
SESS-01721,2024-03-28,SIM-004,INST-010,STU-9594,Type Rating,2.2,2.2,Passed,5
SESS-00820,2024-03-28,SIM-001,INST-009,STU-5624,Initial Training,2.5,2.8,Passed,5
SESS-01968,2024-03-28,SIM-005,INST-022,STU-1362,Initial Training,4.4,4.5,Completed,5
SESS-02378,2024-03-28,SIM-006,INST-011,STU-7149,Line Training,4.6,4.8,Passed,5
SESS-01436,2024-03-29,SIM-010,INST-012,STU-9245,Type Rating,5.5,5.2,Completed,4
SESS-00964,2024-03-29,SIM-009,INST-015,STU-5991,Upgrade Training,4.1,3.5999999999999996,Cancelled,2
SESS-00445,2024-03-29,SIM-010,INST-008,STU-3885,Line Training,5.7,5.4,Cancelled,3
SESS-00482,2024-03-29,SIM-008,INST-015,STU-5512,Initial Training,4.3,4.2,Passed,5
SESS-01950,2024-03-29,SIM-003,INST-020,STU-9189,Line Training,5.0,5.4,Passed,4
SESS-00495,2024-03-29,SIM-011,INST-014,STU-1138,Type Rating,3.9,3.6,Passed,5
SESS-00365,2024-03-29,SIM-010,INST-008,STU-3733,Upgrade Training,4.8,4.8,Passed,3
SESS-00918,2024-03-30,SIM-009,INST-010,STU-2097,Initial Training,4.5,4.6,Passed,3
SESS-02373,2024-03-30,SIM-002,INST-025,STU-5734,Upgrade Training,5.6,5.6,Completed,3
SESS-01232,2024-03-30,SIM-004,INST-006,STU-7800,Line Training,3.6,3.3000000000000003,Passed,5
SESS-01893,2024-03-30,SIM-009,INST-009,STU-9301,Upgrade Training,5.3,5.7,Completed,5
SESS-00638,2024-03-30,SIM-001,INST-011,STU-9099,Line Training,4.8,4.7,Passed,3
SESS-00530,2024-03-30,SIM-006,INST-003,STU-1646,Line Training,3.9,4.3,Completed,4
SESS-01823,2024-03-30,SIM-011,INST-016,STU-8736,Initial Training,3.5,3.9,Failed,2
SESS-02013,2024-03-30,SIM-002,INST-009,STU-6736,Recurrent Training,3.4,3.4,Cancelled,4
SESS-00408,2024-03-30,SIM-008,INST-014,STU-2956,Type Rating,3.2,2.7,Passed,3
SESS-00273,2024-03-30,SIM-008,INST-025,STU-7643,Line Training,4.3,4.6,Passed,5
SESS-01817,2024-03-31,SIM-003,INST-009,STU-7554,Line Training,5.3,5.1,Passed,5
SESS-02448,2024-03-31,SIM-008,INST-010,STU-9549,Line Training,2.2,1.9000000000000001,Passed,5
SESS-00268,2024-03-31,SIM-009,INST-019,STU-1595,Type Rating,5.7,6.2,Passed,4
SESS-01955,2024-04-01,SIM-001,INST-020,STU-7520,Upgrade Training,3.2,3.3000000000000003,Passed,3
SESS-00711,2024-04-01,SIM-007,INST-012,STU-1512,Type Rating,2.2,1.9000000000000001,Failed,3
SESS-01202,2024-04-01,SIM-008,INST-019,STU-6272,Upgrade Training,3.5,3.7,Passed,5
SESS-00584,2024-04-01,SIM-010,INST-024,STU-5127,Line Training,2.2,2.3000000000000003,Completed,5
SESS-00851,2024-04-02,SIM-005,INST-013,STU-9640,Line Training,5.1,5.5,Passed,4
SESS-00661,2024-04-02,SIM-003,INST-015,STU-3148,Line Training,5.4,5.9,Passed,5
SESS-01407,2024-04-02,SIM-007,INST-023,STU-5621,Recurrent Training,2.8,2.3,Passed,3
SESS-00860,2024-04-02,SIM-003,INST-019,STU-6132,Recurrent Training,4.1,4.1,Passed,5
SESS-01331,2024-04-02,SIM-005,INST-008,STU-1087,Type Rating,2.7,2.8000000000000003,Passed,4
SESS-00719,2024-04-02,SIM-002,INST-011,STU-7579,Initial Training,5.5,5.5,Passed,5
SESS-01501,2024-04-02,SIM-003,INST-019,STU-2520,Type Rating,2.4,2.0,Passed,4
SESS-02191,2024-04-02,SIM-008,INST-009,STU-3013,Initial Training,3.5,3.4,Passed,3
SESS-00792,2024-04-02,SIM-011,INST-013,STU-4812,Upgrade Training,4.9,5.1000000000000005,Passed,3
SESS-01847,2024-04-03,SIM-006,INST-025,STU-5015,Recurrent Training,3.0,2.7,Passed,5
SESS-00957,2024-04-03,SIM-004,INST-019,STU-2548,Type Rating,4.1,4.199999999999999,Passed,3
SESS-02043,2024-04-03,SIM-002,INST-020,STU-8329,Line Training,5.7,6.1000000000000005,Passed,4
SESS-00206,2024-04-03,SIM-002,INST-003,STU-3209,Initial Training,5.9,5.5,Passed,4
SESS-01233,2024-04-03,SIM-002,INST-015,STU-2565,Initial Training,3.8,3.6999999999999997,Failed,2
SESS-00621,2024-04-03,SIM-006,INST-009,STU-9369,Upgrade Training,2.6,2.4,Passed,5
SESS-00274,2024-04-04,SIM-011,INST-022,STU-3303,Line Training,2.3,2.3,Passed,3
SESS-00969,2024-04-04,SIM-011,INST-016,STU-6759,Upgrade Training,2.8,2.3,Failed,2
SESS-01587,2024-04-04,SIM-009,INST-025,STU-3321,Type Rating,3.7,4.0,Passed,5
SESS-01634,2024-04-04,SIM-008,INST-019,STU-8062,Initial Training,2.2,2.2,Passed,5
SESS-00299,2024-04-04,SIM-008,INST-016,STU-9813,Initial Training,3.6,3.6,Passed,3
SESS-00469,2024-04-04,SIM-011,INST-013,STU-7078,Line Training,2.4,2.8,Passed,4
SESS-01515,2024-04-05,SIM-004,INST-008,STU-6861,Type Rating,2.7,2.4000000000000004,Passed,3
SESS-01687,2024-04-05,SIM-001,INST-001,STU-9138,Recurrent Training,3.1,2.9,Passed,3
SESS-01074,2024-04-05,SIM-009,INST-024,STU-4458,Line Training,5.9,5.6000000000000005,Failed,4
SESS-00219,2024-04-05,SIM-005,INST-018,STU-9176,Line Training,3.0,3.0,Passed,5
SESS-01540,2024-04-05,SIM-008,INST-016,STU-5370,Type Rating,3.0,2.5,Failed,4
SESS-01477,2024-04-06,SIM-007,INST-006,STU-7884,Type Rating,2.1,2.3000000000000003,Passed,3
SESS-02091,2024-04-06,SIM-010,INST-023,STU-2972,Upgrade Training,2.8,2.5999999999999996,Passed,3
SESS-01216,2024-04-06,SIM-003,INST-011,STU-8025,Line Training,5.2,5.5,Passed,5
SESS-01916,2024-04-06,SIM-007,INST-003,STU-7646,Upgrade Training,3.9,3.9,Failed,2
SESS-00689,2024-04-06,SIM-008,INST-001,STU-6253,Initial Training,3.1,2.6,Passed,3
SESS-00303,2024-04-06,SIM-011,INST-014,STU-4555,Upgrade Training,4.4,4.4,Failed,3
SESS-01408,2024-04-06,SIM-005,INST-004,STU-2137,Recurrent Training,5.3,4.8999999999999995,Passed,4
SESS-02459,2024-04-07,SIM-002,INST-024,STU-4575,Upgrade Training,5.9,5.800000000000001,Passed,5
SESS-01038,2024-04-07,SIM-004,INST-016,STU-5361,Initial Training,2.5,2.3,Passed,4
SESS-01741,2024-04-07,SIM-006,INST-016,STU-7266,Initial Training,2.9,2.8,Passed,5
SESS-00877,2024-04-07,SIM-002,INST-025,STU-3292,Initial Training,2.3,1.7999999999999998,Passed,3
SESS-00464,2024-04-07,SIM-009,INST-025,STU-7705,Recurrent Training,2.2,2.4000000000000004,Passed,5
SESS-01478,2024-04-07,SIM-008,INST-003,STU-1235,Upgrade Training,3.5,3.4,Passed,4
SESS-00068,2024-04-07,SIM-012,INST-019,STU-2402,Line Training,4.2,3.9000000000000004,Passed,4
SESS-00651,2024-04-07,SIM-011,INST-010,STU-9175,Line Training,2.7,2.9000000000000004,Passed,3
SESS-00304,2024-04-07,SIM-011,INST-020,STU-2922,Line Training,5.8,6.0,Completed,4
SESS-00005,2024-04-07,SIM-002,INST-015,STU-5861,Upgrade Training,4.6,4.3,Passed,3
SESS-00302,2024-04-07,SIM-004,INST-020,STU-1844,Initial Training,5.4,5.2,Completed,5
SESS-01118,2024-04-08,SIM-009,INST-009,STU-6919,Recurrent Training,2.4,2.4,Passed,3
SESS-02088,2024-04-08,SIM-003,INST-016,STU-5525,Line Training,2.3,2.5,Passed,4
SESS-00862,2024-04-08,SIM-001,INST-020,STU-1557,Line Training,2.9,2.4,Passed,3
SESS-00072,2024-04-08,SIM-009,INST-011,STU-6169,Line Training,3.2,2.8000000000000003,Passed,5
SESS-00703,2024-04-08,SIM-009,INST-019,STU-1349,Line Training,5.2,5.4,Passed,4
SESS-02257,2024-04-08,SIM-008,INST-010,STU-3784,Type Rating,4.5,4.9,Passed,4
SESS-01861,2024-04-08,SIM-002,INST-003,STU-7491,Upgrade Training,4.7,5.0,Passed,3
SESS-01159,2024-04-08,SIM-002,INST-001,STU-8283,Type Rating,2.5,2.0,Passed,5
SESS-00893,2024-04-08,SIM-003,INST-011,STU-2925,Line Training,3.7,4.2,Passed,3
SESS-00580,2024-04-08,SIM-002,INST-019,STU-6248,Initial Training,2.2,2.2,Failed,2
SESS-01169,2024-04-09,SIM-005,INST-013,STU-6483,Upgrade Training,3.8,3.4,Completed,5
SESS-01559,2024-04-09,SIM-009,INST-003,STU-7189,Initial Training,3.4,3.5,Passed,4
SESS-02493,2024-04-09,SIM-005,INST-010,STU-9948,Initial Training,5.3,5.8,Passed,5
SESS-01298,2024-04-09,SIM-001,INST-025,STU-3345,Type Rating,4.9,5.300000000000001,Passed,5
SESS-00569,2024-04-09,SIM-004,INST-020,STU-5819,Upgrade Training,2.8,2.6999999999999997,Passed,5
SESS-01742,2024-04-09,SIM-004,INST-016,STU-1091,Type Rating,2.8,2.9,Passed,4
SESS-02396,2024-04-09,SIM-010,INST-012,STU-9621,Recurrent Training,5.9,5.7,Passed,4
SESS-01163,2024-04-09,SIM-007,INST-018,STU-3875,Upgrade Training,4.0,3.6,Passed,3
SESS-02335,2024-04-09,SIM-004,INST-006,STU-4069,Initial Training,4.3,3.9,Completed,4
SESS-02430,2024-04-09,SIM-003,INST-016,STU-3869,Upgrade Training,4.5,4.9,Cancelled,2
SESS-01619,2024-04-10,SIM-006,INST-001,STU-9752,Recurrent Training,2.1,2.2,Passed,4
SESS-02214,2024-04-10,SIM-011,INST-018,STU-2262,Initial Training,5.6,5.199999999999999,Passed,3
SESS-02209,2024-04-10,SIM-006,INST-011,STU-1594,Upgrade Training,4.6,5.1,Passed,4
SESS-02454,2024-04-11,SIM-011,INST-019,STU-4320,Upgrade Training,3.1,3.1,Cancelled,2
SESS-02399,2024-04-11,SIM-002,INST-015,STU-9070,Recurrent Training,4.4,4.1000000000000005,Passed,4
SESS-00595,2024-04-11,SIM-011,INST-020,STU-8982,Line Training,4.7,5.2,Passed,4
SESS-00169,2024-04-11,SIM-006,INST-010,STU-3842,Recurrent Training,2.9,3.0,Passed,5
SESS-00668,2024-04-11,SIM-001,INST-020,STU-9821,Line Training,5.5,5.2,Cancelled,3
SESS-01752,2024-04-11,SIM-004,INST-020,STU-9281,Recurrent Training,3.8,3.6999999999999997,Passed,5
SESS-00736,2024-04-11,SIM-001,INST-015,STU-8993,Recurrent Training,5.0,4.9,Passed,5
SESS-00056,2024-04-12,SIM-006,INST-024,STU-1333,Type Rating,5.0,5.1,Failed,2
SESS-01186,2024-04-12,SIM-003,INST-016,STU-4297,Type Rating,3.7,4.0,Passed,4
SESS-00489,2024-04-12,SIM-006,INST-019,STU-1944,Upgrade Training,2.1,1.8,Passed,4
SESS-01583,2024-04-12,SIM-004,INST-013,STU-2879,Type Rating,5.2,4.8,Passed,3
SESS-00122,2024-04-12,SIM-008,INST-001,STU-3165,Line Training,3.3,3.5999999999999996,Passed,4
SESS-00981,2024-04-12,SIM-005,INST-006,STU-7623,Type Rating,3.5,3.1,Passed,4
SESS-00868,2024-04-12,SIM-005,INST-008,STU-7432,Recurrent Training,3.8,3.5,Passed,4
SESS-00207,2024-04-12,SIM-004,INST-019,STU-1686,Type Rating,3.2,3.0,Completed,4
SESS-00900,2024-04-12,SIM-005,INST-011,STU-7152,Recurrent Training,2.4,2.8,Passed,3
SESS-00652,2024-04-13,SIM-006,INST-025,STU-5091,Recurrent Training,5.5,5.8,Passed,4
SESS-01082,2024-04-13,SIM-009,INST-025,STU-5830,Type Rating,5.4,5.5,Passed,4
SESS-00526,2024-04-13,SIM-007,INST-020,STU-6864,Recurrent Training,5.1,5.3,Passed,4
SESS-01390,2024-04-13,SIM-010,INST-012,STU-9741,Line Training,3.2,3.4000000000000004,Passed,3
SESS-00987,2024-04-13,SIM-005,INST-016,STU-5809,Upgrade Training,5.1,5.3,Passed,4
SESS-02351,2024-04-14,SIM-005,INST-011,STU-7007,Type Rating,2.5,2.6,Failed,3
SESS-01775,2024-04-14,SIM-007,INST-017,STU-8152,Line Training,3.2,2.8000000000000003,Passed,3
SESS-01263,2024-04-14,SIM-008,INST-016,STU-3057,Recurrent Training,2.2,1.8000000000000003,Cancelled,4
SESS-01340,2024-04-14,SIM-003,INST-020,STU-2156,Initial Training,5.8,5.8999999999999995,Passed,4
SESS-01999,2024-04-14,SIM-005,INST-014,STU-9114,Recurrent Training,4.8,4.5,Passed,5
SESS-01581,2024-04-14,SIM-004,INST-018,STU-9458,Upgrade Training,5.0,4.6,Completed,5
SESS-00375,2024-04-15,SIM-010,INST-012,STU-4390,Initial Training,2.7,3.0,Passed,5
SESS-01098,2024-04-15,SIM-003,INST-015,STU-6925,Upgrade Training,2.4,2.1,Passed,4
SESS-01136,2024-04-15,SIM-006,INST-016,STU-5018,Recurrent Training,5.8,6.1,Passed,5
SESS-01227,2024-04-15,SIM-010,INST-008,STU-3128,Initial Training,5.0,5.4,Passed,4
SESS-00353,2024-04-15,SIM-006,INST-024,STU-9537,Recurrent Training,3.4,3.4,Passed,4
SESS-02000,2024-04-15,SIM-009,INST-003,STU-2905,Upgrade Training,2.1,2.5,Failed,2
SESS-02137,2024-04-15,SIM-008,INST-003,STU-7493,Recurrent Training,5.4,5.0,Passed,4
SESS-01626,2024-04-15,SIM-005,INST-008,STU-9108,Type Rating,2.3,2.5,Failed,3
SESS-00467,2024-04-15,SIM-006,INST-025,STU-3798,Upgrade Training,3.9,4.0,Completed,3
SESS-02144,2024-04-16,SIM-003,INST-025,STU-4042,Type Rating,2.1,2.4,Passed,5
SESS-02379,2024-04-16,SIM-005,INST-020,STU-4938,Type Rating,4.5,4.4,Completed,5
SESS-00081,2024-04-16,SIM-009,INST-025,STU-4457,Type Rating,4.4,4.2,Passed,3
SESS-00783,2024-04-16,SIM-002,INST-014,STU-1801,Line Training,4.5,4.2,Passed,3
SESS-00527,2024-04-16,SIM-005,INST-010,STU-8875,Recurrent Training,2.2,2.0,Passed,3
SESS-00592,2024-04-17,SIM-005,INST-015,STU-6633,Upgrade Training,4.2,3.9000000000000004,Completed,5
SESS-00658,2024-04-17,SIM-003,INST-009,STU-7216,Line Training,4.8,4.8999999999999995,Completed,4
SESS-01630,2024-04-17,SIM-003,INST-016,STU-3011,Upgrade Training,2.9,2.8,Passed,3
SESS-00016,2024-04-17,SIM-002,INST-024,STU-6617,Upgrade Training,2.6,2.3000000000000003,Passed,5
SESS-02143,2024-04-17,SIM-001,INST-014,STU-9879,Line Training,3.0,3.1,Passed,3
SESS-00616,2024-04-17,SIM-006,INST-011,STU-3641,Type Rating,3.9,4.0,Passed,4
SESS-01152,2024-04-17,SIM-009,INST-003,STU-9270,Upgrade Training,6.0,6.5,Failed,3
SESS-00896,2024-04-17,SIM-007,INST-002,STU-8121,Type Rating,2.2,2.0,Passed,5
SESS-02012,2024-04-17,SIM-005,INST-018,STU-6208,Upgrade Training,5.1,4.6,Passed,3
SESS-00743,2024-04-17,SIM-003,INST-010,STU-9814,Line Training,3.8,3.5,Completed,5
SESS-01465,2024-04-18,SIM-011,INST-018,STU-8802,Line Training,3.4,3.0,Passed,4
SESS-00151,2024-04-18,SIM-011,INST-019,STU-3535,Line Training,3.4,3.6,Passed,3
SESS-01439,2024-04-18,SIM-001,INST-025,STU-7560,Initial Training,5.9,6.0,Passed,3
SESS-01838,2024-04-18,SIM-010,INST-023,STU-5963,Line Training,4.5,4.1,Completed,3
SESS-00383,2024-04-18,SIM-002,INST-010,STU-9105,Initial Training,2.9,2.6999999999999997,Passed,4
SESS-00886,2024-04-19,SIM-006,INST-019,STU-1746,Upgrade Training,4.2,4.3,Passed,4
SESS-01998,2024-04-19,SIM-004,INST-020,STU-2616,Upgrade Training,3.5,3.5,Passed,3
SESS-00012,2024-04-19,SIM-010,INST-008,STU-9288,Upgrade Training,6.0,5.8,Completed,4
SESS-01111,2024-04-19,SIM-007,INST-002,STU-2520,Recurrent Training,4.1,4.1,Passed,4
SESS-01738,2024-04-19,SIM-005,INST-006,STU-3721,Upgrade Training,2.3,2.6999999999999997,Passed,4
SESS-01249,2024-04-19,SIM-005,INST-022,STU-2734,Initial Training,5.8,5.7,Passed,3
SESS-01688,2024-04-19,SIM-011,INST-019,STU-1052,Type Rating,5.8,5.7,Failed,3
SESS-02037,2024-04-19,SIM-006,INST-001,STU-6039,Line Training,2.8,3.0999999999999996,Passed,4
SESS-01868,2024-04-20,SIM-002,INST-019,STU-9240,Upgrade Training,4.2,4.1000000000000005,Passed,4
SESS-00716,2024-04-20,SIM-001,INST-010,STU-9511,Type Rating,5.3,4.8999999999999995,Completed,5
SESS-01731,2024-04-20,SIM-005,INST-017,STU-5587,Recurrent Training,2.3,1.9999999999999998,Passed,5
SESS-01337,2024-04-20,SIM-008,INST-024,STU-3198,Recurrent Training,2.1,2.2,Passed,3
SESS-02225,2024-04-20,SIM-005,INST-011,STU-8135,Line Training,3.9,4.2,Passed,3
SESS-02075,2024-04-21,SIM-011,INST-006,STU-2553,Recurrent Training,2.6,2.1,Failed,3
SESS-00395,2024-04-21,SIM-003,INST-003,STU-2420,Initial Training,4.5,4.9,Passed,3
SESS-00057,2024-04-21,SIM-012,INST-003,STU-8619,Recurrent Training,3.9,4.1,Passed,4
SESS-00863,2024-04-21,SIM-002,INST-015,STU-2995,Type Rating,5.8,6.0,Passed,3
SESS-02204,2024-04-21,SIM-002,INST-024,STU-6148,Initial Training,2.7,2.6,Passed,4
SESS-00869,2024-04-21,SIM-007,INST-002,STU-2740,Type Rating,2.6,3.0,Passed,5
SESS-01396,2024-04-21,SIM-007,INST-006,STU-1145,Recurrent Training,2.7,3.1,Passed,5
SESS-00727,2024-04-21,SIM-005,INST-018,STU-2264,Type Rating,4.3,4.5,Passed,4
SESS-01507,2024-04-21,SIM-010,INST-025,STU-1483,Recurrent Training,2.9,2.6999999999999997,Passed,3
SESS-02238,2024-04-22,SIM-004,INST-019,STU-1686,Type Rating,4.5,4.0,Passed,3
SESS-01545,2024-04-22,SIM-009,INST-020,STU-2887,Type Rating,4.6,4.199999999999999,Cancelled,2
SESS-00884,2024-04-22,SIM-002,INST-016,STU-2033,Type Rating,4.0,4.3,Passed,4
SESS-00448,2024-04-22,SIM-011,INST-014,STU-1326,Type Rating,2.4,2.4,Passed,3
SESS-00939,2024-04-22,SIM-001,INST-015,STU-8306,Type Rating,3.2,3.1,Passed,4
SESS-01710,2024-04-23,SIM-009,INST-014,STU-7657,Initial Training,3.5,3.6,Passed,4
SESS-01345,2024-04-23,SIM-012,INST-001,STU-7203,Line Training,2.0,2.5,Passed,3
SESS-01309,2024-04-23,SIM-002,INST-001,STU-2746,Recurrent Training,4.1,3.9999999999999996,Passed,5
SESS-01683,2024-04-23,SIM-004,INST-015,STU-2218,Type Rating,5.9,5.7,Passed,5
SESS-00308,2024-04-23,SIM-009,INST-001,STU-3390,Line Training,3.7,3.2,Passed,5
SESS-01189,2024-04-24,SIM-007,INST-002,STU-4772,Initial Training,2.9,2.9,Completed,3
SESS-02431,2024-04-24,SIM-010,INST-024,STU-5823,Recurrent Training,5.4,5.7,Passed,4
SESS-00612,2024-04-24,SIM-011,INST-019,STU-9460,Type Rating,4.1,3.9999999999999996,Passed,4
SESS-01168,2024-04-24,SIM-001,INST-016,STU-1769,Upgrade Training,5.0,4.8,Failed,3
SESS-00547,2024-04-24,SIM-006,INST-003,STU-8445,Line Training,3.5,3.3,Completed,5
SESS-01304,2024-04-24,SIM-002,INST-025,STU-2059,Initial Training,2.4,2.5,Passed,4
SESS-01488,2024-04-24,SIM-005,INST-020,STU-9315,Initial Training,2.0,1.8,Passed,5
SESS-00195,2024-04-24,SIM-010,INST-024,STU-1461,Recurrent Training,3.5,3.3,Passed,3
SESS-01618,2024-04-25,SIM-009,INST-016,STU-6738,Type Rating,2.4,2.3,Passed,4
SESS-01926,2024-04-25,SIM-001,INST-024,STU-3491,Recurrent Training,4.5,4.5,Passed,5
SESS-01314,2024-04-25,SIM-007,INST-020,STU-1861,Recurrent Training,5.4,5.800000000000001,Failed,2
SESS-02172,2024-04-25,SIM-010,INST-025,STU-5300,Initial Training,5.4,5.300000000000001,Passed,4
SESS-02174,2024-04-25,SIM-003,INST-016,STU-3086,Initial Training,3.8,3.8,Passed,5
SESS-01842,2024-04-25,SIM-003,INST-015,STU-6067,Type Rating,4.7,4.4,Completed,3
SESS-02141,2024-04-25,SIM-007,INST-017,STU-8432,Initial Training,4.8,4.5,Cancelled,4
SESS-00764,2024-04-25,SIM-009,INST-015,STU-1528,Initial Training,3.9,3.8,Passed,3
SESS-01816,2024-04-25,SIM-002,INST-020,STU-7618,Line Training,4.0,4.0,Passed,4
SESS-02408,2024-04-25,SIM-001,INST-011,STU-4790,Upgrade Training,3.1,3.0,Passed,4
SESS-00472,2024-04-26,SIM-001,INST-009,STU-1999,Upgrade Training,3.7,4.0,Passed,5
SESS-02181,2024-04-26,SIM-011,INST-019,STU-6129,Line Training,5.5,5.9,Passed,4
